Order Line ID,Order ID,Order Priority,Customer ID,Customer Name,Customer Segment,City,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Discount,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,Order Date,No data,No data 2,No data 3,City_1,State,Postal_Code,Country,Latitude,Longitude,Continent,Region
"6383","86165","Critical","2352","Kerry Beach","Consumer","Philadelphia","Office Supplies","Storage & Organization","Small Box","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",731.07,18,1066.98,56.91,63.06,9.71,"Regular Air",'2012-12-23','2012-12-20',"","","","Philadelphia","Pennsylvania","US10894","United States","39.999","-75.16","America","Northern America"
"6428","90413","Low","2368","Ellen Blair","Consumer","Philadelphia","Office Supplies","Scissors, Rulers and Trimmers","Small Pack","Acme Galleria Hot Forged Steel Scissors with Colored Handles",119.07,11,167.99,7.16,16.6,7.42,"Regular Air",'2014-09-14','2014-09-12',"","","","Philadelphia","Pennsylvania","US10894","United States","39.999","-75.16","America","Northern America"
"8750","86498","Critical","3165","Paul Wood","Corporate","Philadelphia","Office Supplies","Pens & Art Supplies","Small Pack","Rogers Handheld Barrel Pencil Sharpener",9.97,5,14.02,0.38,2.89,3.5,"Regular Air",'2015-02-20','2015-02-17',"","","","Philadelphia","Pennsylvania","US10894","United States","39.999","-75.16","America","Northern America"
"8918","86513","Medium","3225","Robyn Crawford","Small Business","Philadelphia","Office Supplies","Storage & Organization","Large Box","Carina Double Wide Media Storage Towers in Natural & Black",470.9,8,676.84,17.73,85.46,35.0,"Regular Air",'2015-02-13','2015-02-11',"","","","Philadelphia","Pennsylvania","US10894","United States","39.999","-75.16","America","Northern America"
"7121","87782","Low","2593","Anne Schultz","Corporate","Pretoria","Office Supplies","Paper","Small Box","Xerox 1959",82.77,17,116.25,4.95,7.05,7.3,"Express Air",'2015-10-21','2015-10-16',"","","","Pretoria","Gauteng","ZA101571","South Africa","-25.70","28.229","Africa","Southern Africa"
"7132","87384","Low","2605","Susan Chase","Corporate","Pretoria","Office Supplies","Paper","Small Box","Xerox 1885",166.77,5,248.43,4.09,50.7,7.23,"Express Air",'2013-05-20','2013-05-20',"","","","Pretoria","Gauteng","ZA101571","South Africa","-25.70","28.229","Africa","Southern Africa"
"6017","88035","Low","2209","Sharon Thomas","Home Office","Pretoria","Office Supplies","Binders and Binder Accessories","Small Box","Surelock™ Post Binders",236.21,11,333.47,16.69,32.25,2.99,"Regular Air",'2015-03-18','2015-03-14',"","","","Pretoria","Gauteng","ZA101571","South Africa","-25.70","28.229","Africa","Southern Africa"
"5504","87118","Low","2033","Shirley Garner","Consumer","Pretoria","Office Supplies","Appliances","Small Box","Eureka The Boss Cordless Rechargeable Stick Vac",320.81,9,450.31,24.7,53.8,13.66,"Regular Air",'2013-01-07','2013-01-03',"","","","Pretoria","Gauteng","ZA101571","South Africa","-25.70","28.229","Africa","Southern Africa"
"5477","86937","Low","2021","Lindsay Hoffman","Corporate","Pretoria","Office Supplies","Labels","Small Box","Avery 484",20.05,10,29.49,0.95,3.04,0.5,"Regular Air",'2013-06-14','2013-06-09',"","","","Pretoria","Gauteng","ZA101571","South Africa","-25.70","28.229","Africa","Southern Africa"
"5515","87124","Not Specified","2034","Douglas English","Consumer","Pretoria","Office Supplies","Storage & Organization","Small Box","Tenex Personal Project File with Scoop Front Design, Black",172.61,18,243.33,12.06,14.23,4.51,"Regular Air",'2014-06-12','2014-06-10',"","","","Pretoria","Gauteng","ZA101571","South Africa","-25.70","28.229","Africa","Southern Africa"
"9132","87976","Medium","3300","Todd Werner","Consumer","Providence","Office Supplies","Pens & Art Supplies","Wrap Bag","Prang Drawing Pencil Set",86.46,43,122.21,4.51,2.93,1.2,"Regular Air",'2015-11-20','2015-11-19',"","","","Providence","Rhode Island","US10895","United States","41.821","-71.41","America","Northern America"
"9355","88845","Not Specified","3380","Eva Decker","Corporate","Providence","Technology","Office Machines","Medium Box","Hewlett Packard 6S Scientific Calculator",211.82,22,298.6,10.87,13.71,9.44,"Regular Air",'2014-09-21','2014-09-19',"","","","Providence","Rhode Island","US10895","United States","41.821","-71.41","America","Northern America"
"6509","86954","Not Specified","2395","Beverly Roberts","Corporate","Providence","Office Supplies","Paper","Small Box","Xerox 1991",114.59,7,161.949999999999,8.01,24.1,8.18,"Regular Air",'2014-08-26','2014-08-25',"","","","Providence","Rhode Island","US10895","United States","41.821","-71.41","America","Northern America"
"8487","88252","Critical","3078","Kate McKenna","Small Business","Providence","Office Supplies","Pens & Art Supplies","Wrap Bag","Quartet Alpha White Chalk, 12/Pack",15.86,9,20.97,0.55,2.33,1.0,"Express Air",'2015-12-11','2015-12-10',"","","","Providence","Rhode Island","US10895","United States","41.821","-71.41","America","Northern America"
"8059","90220","Medium","2928","Leslie Woodard","Consumer","Providence","Technology","Computer Peripherals","Small Pack","80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",117.13,19,165.34,4.99,8.789999999999,1.99,"Regular Air",'2013-12-02','2013-12-01',"","","","Providence","Rhode Island","US10895","United States","41.821","-71.41","America","Northern America"
"7079","88307","High","2580","Erica Riddle","Home Office","Raleigh","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",14.3,4,20.3,1.38,5.64,2.99,"Regular Air",'2015-05-27','2015-05-26',"","","","Raleigh","West Virginia","US10975","United States","35.818","-78.64","America","Northern America"
"8836","89807","Medium","3194","Angela Rose","Consumer","Raleigh","Furniture","Office Furnishings","Jumbo Drum","Westinghouse Floor Lamp with Metal Mesh Shade, Black",65.39,4,92.16,4.48,25.32,15.68,"Delivery Truck",'2014-06-20','2014-06-18',"","","","Raleigh","West Virginia","US10975","United States","35.818","-78.64","America","Northern America"
"9138","87799","Not Specified","3303","Carole Creech","Home Office","Raleigh","Office Supplies","Pens & Art Supplies","Wrap Bag","Sanford EarthWrite Recycled Pencils, Medium Soft, #2",16.239999999999,11,22.85,1.129999999999,2.21,0.7,"Regular Air",'2013-12-05','2013-12-03',"","","","Raleigh","West Virginia","US10975","United States","35.818","-78.64","America","Northern America"
"3731","87091","Not Specified","1410","Charles Ward","Corporate","Recife","Furniture","Office Furnishings","Small Box","Career Cubicle Clock, 8 1/4"", Black",14.89,1,20.98,0.78,21.41,14.39,"Regular Air",'2013-12-31','2013-12-31',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4032","90303","Critical","1511","Joseph Dawson","Corporate","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Avery Legal 4-Ring Binder",192.45,14,282.19,19.21,22.15,1.49,"Regular Air",'2012-12-24','2012-12-22',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3812","86826","Not Specified","1432","Kerry Green","Corporate","Recife","Office Supplies","Envelopes","Small Box","Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",71.77,11,107.84,3.57,10.32,1.39,"Regular Air",'2012-03-06','2012-03-05',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3662","88729","High","1389","Jean Khan","Consumer","Recife","Office Supplies","Labels","Small Box","Avery 494",28.38,17,42.54,2.68,2.75,0.5,"Regular Air",'2012-06-05','2012-06-03',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4067","86821","Critical","1528","Brad Stark","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",179.08,16,253.44,7.25,15.84,8.4,"Regular Air",'2015-06-10','2015-06-09',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4095","87784","Critical","1540","Charlene Reynolds","Corporate","Recife","Office Supplies","Pens & Art Supplies","Wrap Bag","Crayola Anti Dust Chalk, 12/Pack",19.92,16,28.1,1.41,1.93,1.0,"Regular Air",'2013-08-05','2013-08-04',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3686","88736","Low","1400","Joann Perry","Consumer","Recife","Technology","Copiers and Fax","Jumbo Drum","Canon PC940 Copier",4762.57,15,6980.88,273.339999999999,474.89,49.0,"Delivery Truck",'2013-10-19','2013-10-15',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3779","90544","High","1418","Rebecca Lindsey","Small Business","Recife","Office Supplies","Envelopes","Small Box","Staples Standard Envelopes",136.77,36,205.2,7.52,6.0,1.39,"Regular Air",'2013-11-20','2013-11-17',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3973","88004","High","1492","Don Beard","Corporate","Recife","Technology","Office Machines","Jumbo Drum","Epson C82 Color Inkjet Printer",492.69,6,729.39,32.46,126.63,14.0,"Delivery Truck",'2012-12-18','2012-12-16',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3793","89448","Low","1424","Robyn Zhou","Home Office","Recife","Office Supplies","Envelopes","Small Box","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.47,7,64.61,1.149999999999,9.23,1.39,"Regular Air",'2012-01-16','2012-01-12',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3593","89595","High","1360","Arlene Gibbons","Consumer","Recife","Furniture","Office Furnishings","Small Pack","Nu-Dell Leatherette Frames",79.53,8,117.41,3.89,15.13,5.0,"Regular Air",'2012-01-27','2012-01-26',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4076","88856","Medium","1531","Jon Ayers","Consumer","Recife","Technology","Computer Peripherals","Small Pack","Maxell Pro 80 Minute CD-R, 10/Pack",25.73,2,36.51,1.26,18.44,1.99,"Regular Air",'2015-03-24','2015-03-22',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3661","88728","High","1389","Jean Khan","Small Business","Recife","Office Supplies","Rubber Bands","Wrap Bag","Staples Metal Binder Clips",21.03,12,30.47,1.78,2.76,0.8,"Express Air",'2012-05-15','2012-05-13',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3787","91461","High","1421","Alison Starr","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","GBC Plastic Binding Combs",10.72,2,15.11,0.35,7.79,11.51,"Regular Air",'2015-03-24','2015-03-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3347","89735","Low","1264","Billy Bullock","Home Office","Recife","Technology","Office Machines","Jumbo Drum","Lexmark Z54se Color Inkjet Printer",459.32,7,651.84,18.59,96.0,14.0,"Delivery Truck",'2015-01-07','2015-01-03',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3526","89759","High","1332","Sally Steele","Small Business","Recife","Office Supplies","Labels","Small Box","Self-Adhesive Address Labels for Typewriters by Universal",55.78,12,83.27,4.09,7.71,0.49,"Regular Air",'2015-05-14','2015-05-13',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3353","89514","Critical","1267","Rosemary Branch","Corporate","Recife","Technology","Office Machines","Medium Box","Sharp EL500L Fraction Calculator",20.62,2,29.22,0.43,14.76,7.51,"Regular Air",'2012-02-11','2012-02-10',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3876","86748","Medium","1458","Charlene Grant","Consumer","Recife","Office Supplies","Rubber Bands","Wrap Bag","Staples Metal Binder Clips",17.44,10,26.22,1.07,2.76,0.8,"Regular Air",'2015-05-15','2015-05-12',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3369","88415","Not Specified","1275","Vanessa Bowers","Corporate","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Durable Pressboard Binders",29.39,12,43.31,2.04,4.01,1.49,"Express Air",'2015-12-11','2015-12-09',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3743","87096","Not Specified","1412","Marc Ray","Corporate","Recife","Technology","Computer Peripherals","Small Pack","Maxell DVD-RAM Discs",95.71,8,136.34,2.09,17.39,1.99,"Express Air",'2015-08-04','2015-08-02',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4999","90609","Low","1842","Kristin Hodge","Consumer","Recife","Office Supplies","Appliances","Small Box","Fellowes Command Center 5-outlet power strip",459.42,10,672.95,30.14,71.59,0.99,"Express Air",'2013-09-01','2013-08-30',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3339","89733","Medium","1261","Vickie Gonzalez","Home Office","Recife","Office Supplies","Labels","Small Box","Avery White Multi-Purpose Labels",24.06,7,33.51,2.11,5.26,0.49,"Express Air",'2014-04-05','2014-04-04',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3769","90546","Critical","1416","Betsy Gibson","Corporate","Recife","Furniture","Office Furnishings","Small Pack","Executive Impressions 14"" Contract Wall Clock",127.51,8,187.68,4.4,23.46,3.63,"Regular Air",'2014-02-02','2014-01-31',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3643","88213","Low","1380","Jeanne Walker","Home Office","Recife","Office Supplies","Labels","Small Box","Avery 498",17.45,9,26.08,0.61,3.05,0.5,"Regular Air",'2013-01-03','2012-12-27',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"6488","89185","Medium","2387","Mildred Steele","Small Business","Richmond","Furniture","Chairs & Chairmats","Jumbo Drum","Global Troy™ Executive Leather Low-Back Tilter",4285.08,12,6281.07,218.4,528.71,26.0,"Delivery Truck",'2013-04-21','2013-04-20',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"7110","87778","Critical","2592","Sam Maynard","Corporate","Richmond","Office Supplies","Appliances","Large Box","Hoover Portapower™ Portable Vacuum",12.78,4,17.97,0.579999999999,4.73,49.0,"Regular Air",'2013-10-14','2013-10-12',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"6403","88265","Critical","2359","Annie Horne","Home Office","Richmond","Office Supplies","Paper","Wrap Bag","Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",38.04,7,53.76,1.09,7.68,1.77,"Regular Air",'2012-02-05','2012-02-05',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"7109","87776","Low","2592","Sam Maynard","Corporate","Richmond","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones Hanging View Binder, White, 1""",24.47,5,34.45,1.58,7.49,6.05,"Regular Air",'2013-02-27','2013-02-27',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"9080","90753","High","3283","William Woodard","Corporate","Richmond","Technology","Computer Peripherals","Small Pack","Maxell Pro 80 Minute CD-R, 10/Pack",394.51,31,554.49,19.67,18.44,1.99,"Regular Air",'2012-11-11','2012-11-10',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"9074","90768","Not Specified","3280","Sandra O'Neill Briggs","Home Office","Richmond","Office Supplies","Binders and Binder Accessories","Small Box","Avery Poly Binder Pockets",17.27,6,22.68,0.46,3.78,5.47,"Regular Air",'2013-03-30','2013-03-28',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"9360","88850","Critical","3381","Christopher Norton Patterson","Home Office","Richmond","Office Supplies","Paper","Small Box","Staples Copy Paper (20Lb. and 84 Bright)",50.46,15,71.01,4.36,5.26,4.7,"Regular Air",'2015-10-11','2015-10-09',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"9357","88836","Not Specified","3381","Christopher Norton Patterson","Corporate","Richmond","Office Supplies","Pens & Art Supplies","Small Pack","Staples SlimLine Pencil Sharpener",17.07,2,24.0,0.93,12.63,5.81,"Regular Air",'2012-03-25','2012-03-23',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"4035","90307","High","1511","Joseph Dawson","Corporate","Rio de Janeiro","Furniture","Office Furnishings","Medium Box","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",1837.9,25,2712.12,111.01,111.84,13.99,"Regular Air",'2015-08-12','2015-08-11',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3466","88955","High","1312","Arlene Weber","Corporate","Rio de Janeiro","Office Supplies","Pens & Art Supplies","Wrap Bag","Prang Colored Pencils",26.43,14,39.49,2.23,3.1,0.81,"Regular Air",'2014-06-17','2014-06-15',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3985","85892","Not Specified","1494","Kate Lehman","Home Office","Rio de Janeiro","Technology","Computer Peripherals","Small Pack","Verbatim 4.7GB DVD-R",166.22,7,245.91,6.76,35.13,1.99,"Regular Air",'2015-06-28','2015-06-26',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4015","89198","Not Specified","1503","Leo Riley","Small Business","Rio de Janeiro","Office Supplies","Labels","Small Box","Avery 479",22.25,12,33.0,1.04,2.75,0.5,"Regular Air",'2015-07-19','2015-07-16',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3342","89731","Medium","1262","Lindsay Zhou","Home Office","Rio de Janeiro","Furniture","Office Furnishings","Large Box","Electrix Halogen Magnifier Lamp",494.29,4,738.22,51.1,205.06,11.54,"Regular Air",'2013-02-05','2013-02-05',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3805","89936","Critical","1429","Denise Crabtree","Home Office","Rio de Janeiro","Office Supplies","Labels","Small Box","Self-Adhesive Removable Labels",14.8,7,22.08,1.159999999999,3.32,0.49,"Regular Air",'2014-06-19','2014-06-16',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3914","87077","High","1471","Danielle Daniel","Home Office","Rio de Janeiro","Office Supplies","Binders and Binder Accessories","Small Box","GBC DocuBind 200 Manual Binding Machine",2940.06,10,4309.52,187.21,444.28,19.989999999999,"Regular Air",'2012-03-22','2012-03-21',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4066","86816","Not Specified","1528","Brad Stark","Home Office","Rio de Janeiro","Technology","Computer Peripherals","Small Box","Micro Innovations Micro 3000 Keyboard, Black",188.91,9,229.85,14.89,27.76,5.89,"Regular Air",'2013-09-10','2013-09-09',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4011","89195","Low","1503","Leo Riley","Small Business","Rio de Janeiro","Furniture","Office Furnishings","Large Box","Telescoping Adjustable Floor Lamp",16.46,1,20.68,0.84,21.1,11.17,"Regular Air",'2014-06-06','2014-06-04',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4054","86817","Low","1526","Larry Hall","Home Office","Rio de Janeiro","Office Supplies","Appliances","Jumbo Drum","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",614.5,12,862.73,31.32,72.62,60.0,"Delivery Truck",'2013-12-17','2013-12-10',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4997","86599","Not Specified","1840","Clifford Webb","Home Office","Rio de Janeiro","Office Supplies","Binders and Binder Accessories","Small Box","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",356.71,13,522.77,22.34,43.24,2.99,"Regular Air",'2012-10-01','2012-09-30',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3928","91165","Low","1476","Bill Terrell","Corporate","Rio de Janeiro","Office Supplies","Binders and Binder Accessories","Small Box","Lock-Up Easel 'Spel-Binder'",245.08,12,354.09,12.4,30.11,1.49,"Express Air",'2015-07-16','2015-07-09',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3838","89076","Not Specified","1442","Rodney Field","Corporate","Rio de Janeiro","Office Supplies","Appliances","Small Box","Kensington 7 Outlet MasterPiece Power Center",1845.25,15,2704.75,122.29,187.83,0.99,"Regular Air",'2012-06-27','2012-06-25',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3791","91461","High","1422","Christian Lucas","Home Office","Rio de Janeiro","Office Supplies","Binders and Binder Accessories","Small Box","Fellowes PB300 Plastic Comb Binding Machine",2145.37,8,3144.65,133.97,409.46,19.989999999999,"Regular Air",'2015-03-27','2015-03-24',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4988","86607","High","1836","Dwight Albright Huffman","Home Office","Rio de Janeiro","Furniture","Office Furnishings","Small Box","Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",59.0,3,84.98,5.86,30.79,8.55,"Regular Air",'2015-03-28','2015-03-27',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"7778","85937","Medium","2847","Vanessa Day","Corporate","Riyadh","Office Supplies","Binders and Binder Accessories","Small Box","GBC ProClick Spines for 32-Hole Punch",69.38,8,97.37,4.639999999999,13.23,7.17,"Express Air",'2015-12-08','2015-12-06',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6614","91113","High","2430","Kimberly Reilly","Home Office","Riyadh","Office Supplies","Appliances","Small Box","Fellowes Superior 10 Outlet Split Surge Protector",1030.65,39,1535.3,46.84,40.17,4.5,"Regular Air",'2015-11-13','2015-11-13',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7713","87903","High","2819","Marguerite Howell","Home Office","Riyadh","Office Supplies","Paper","Small Box","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",138.52,6,196.14,1.3,32.69,5.76,"Regular Air",'2015-01-07','2015-01-05',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7194","85914","Critical","2630","Betsy Puckett","Small Business","Riyadh","Furniture","Office Furnishings","Large Box","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",1456.62,10,2170.31,85.72,221.46,21.21,"Regular Air",'2012-01-06','2012-01-05',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6586","89056","Low","2423","Nicholas Wallace","Home Office","Riyadh","Office Supplies","Appliances","Small Box","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup",2213.81,14,3298.98,156.65,245.46,19.989999999999,"Regular Air",'2013-07-02','2013-06-25',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6607","91114","High","2429","Robyn Connor","Home Office","Riyadh","Office Supplies","Binders and Binder Accessories","Small Box","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",82.24,9,118.28,4.49,13.69,1.49,"Express Air",'2015-12-11','2015-12-10',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6576","86751","Not Specified","2419","Sandra Faulkner","Consumer","Riyadh","Office Supplies","Binders and Binder Accessories","Small Box","XtraLife ClearVue™ Slant-D Ring Binders by Cardinal",39.56,7,56.15,1.69,8.27,4.71,"Regular Air",'2012-03-29','2012-03-26',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"8243","87047","Medium","3001","Anthony Foley","Corporate","Riyadh","Furniture","Office Furnishings","Small Box","Hand-Finished Solid Wood Document Frame",75.37,3,108.36,1.88,36.119999999999,5.019999999999,"Regular Air",'2013-12-16','2013-12-14',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7761","87886","Not Specified","2841","Melanie Cooper","Corporate","Riyadh","Technology","Telephones and Communication","Small Box","TimeportP7382",278.58,2,400.02,21.48,217.4,8.99,"Regular Air",'2013-07-21','2013-07-19',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"8323","90949","High","3025","Kent Hardy","Home Office","Riyadh","Office Supplies","Storage & Organization","Small Box","Deluxe Rollaway Locking File with Drawer",828.75,3,1237.7,62.7,438.9,11.37,"Regular Air",'2014-04-07','2014-04-05',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7181","90928","Low","2626","Lillian Fischer","Corporate","Riyadh","Technology","Office Machines","Jumbo Drum","Okidata ML390 Turbo Dot Matrix Printers",3736.75,13,5580.66,379.72,466.61,14.7,"Delivery Truck",'2014-02-23','2014-02-18',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7771","85934","High","2846","Jennifer Marks","Corporate","Riyadh","Office Supplies","Paper","Small Box","Computer Printout Paper with Letter-Trim Perforations",124.7,9,176.58,3.41,20.02,9.029999999999,"Regular Air",'2015-05-08','2015-05-07',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"8310","89071","Critical","3017","Melvin Benton","Corporate","Riyadh","Office Supplies","Pens & Art Supplies","Wrap Bag","4009 Highlighters by Sanford",30.15,11,44.81,1.36,4.2,0.7,"Regular Air",'2012-07-10','2012-07-09',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6609","91108","Not Specified","2430","Kimberly Reilly","Home Office","Riyadh","Office Supplies","Binders and Binder Accessories","Small Box","Avery Premier Heavy-Duty Binder with Round Locking Rings",101.36,11,149.19,9.94,15.07,2.99,"Regular Air",'2012-03-25','2012-03-24',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7173","91444","High","2623","Gene Caldwell","Corporate","Riyadh","Office Supplies","Storage & Organization","Small Box","Fellowes Personal Hanging Folder Files, Navy",137.9,14,194.55,3.45,14.18,5.5,"Regular Air",'2013-06-02','2013-06-01',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6605","91112","Not Specified","2429","Robyn Connor","Home Office","Riyadh","Office Supplies","Storage & Organization","Small Box","Hot File 7-Pocket, Floor Stand",826.84,7,1226.16,63.17,188.35,19.989999999999,"Regular Air",'2013-12-24','2013-12-24',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"6601","90864","High","2427","John Merritt","Corporate","Riyadh","Office Supplies","Envelopes","Small Box","#10 White Business Envelopes,4 1/8 x 9 1/2",87.63,8,129.669999999999,4.98,16.54,1.39,"Regular Air",'2015-04-07','2015-04-06',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7189","85925","Critical","2629","Terri McCarthy Manning","Corporate","Riyadh","Office Supplies","Labels","Small Box","Avery 492",27.46,14,40.01,1.44,3.04,0.5,"Regular Air",'2015-10-20','2015-10-18',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
"7731","89502","Not Specified","2825","Carole Rosen","Consumer","Riyadh","Office Supplies","Binders and Binder Accessories","Small Box","Flexible Leather- Look Classic Collection Ring Binder",144.16,11,213.29,9.82,19.989999999999,1.49,"Regular Air",'2015-04-19','2015-04-17',"","","","Riyadh","Ar Riyad","SA101476","Saudi Arabia","24.640","46.772","Asia","Western Asia"
